191.2680415,1604890624,9445629952,145108992,1321.18676,17593.34303,10243.34338,7349.999651,1,17023.64932,13739528.59,20.71121233,8632.490565
141.2971122,1626730496,9415548928,145027072,3873.144245,6270.184616,4262.963938,2007.220679,0,17582.08,2642869.287,33.57051415,12615.52727
1.999822114,1625706496,9418727424,145010688,6545.417779,19648.25227,9176.18377,10472.0685,1,16293.85102,7217533.994,30.58352062,20764.15301
320.3223266,1624244224,9424494592,145047552,2648.665238,7697.74591,4817.847993,2879.897917,0,17531.13924,8318130.176,16.85106887,13861.94868
0,1627291648,9417682944,145043456,1204.712587,2930.274511,2240.447337,689.8271747,0,4096,8142.743826,33.32346975,11178.38099
318.3926297,1623367680,9424908288,144998400,2982.940949,20132.36396,12170.55827,7961.805695,0,17300.57925,15096395.5,28.21260475,9855.246865
0,1624297472,9419509760,145018880,196.7466991,11086.77791,2618.556583,8468.221327,0,4808.347826,224315.5768,26.82926656,12747.96911
253.9010072,1623867392,9422680064,145018880,4628.506688,15406.95022,9353.831659,6053.118565,1,17263.24607,13030081.14,13.68026609,8830.222578
63.00708651,1623924736,9419288576,144998400,553.0622038,5313.597629,3290.370073,2023.227556,0,14770.08696,2038501.273,22.39394907,10575.18941
0,1620242432,9426771968,145006592,9476.322758,15731.58462,9268.251719,6463.332906,1,16546.74286,4679667.155,29.0945155,20655.59586
256.4269239,1623715840,9419300864,145047552,2408.82898,9876.891865,5853.26631,4023.625555,0,17333.92687,10794722.04,14.66768681,8830.392797
0,1623695360,9419386880,145035264,1299.950341,7427.136884,4723.522115,2703.614769,0,10426.18182,115483.1175,26.16689196,11489.1041
290.1659405,1623826432,9419403264,145051648,2540.207023,16525.40213,9085.507252,7439.894876,0,17199.42923,15006603.31,12.29361372,8664.81684
0,1623846912,9419374592,145051648,724.4570598,4606.397283,2212.022103,2394.37518,0,2901.333333,8626.093363,25.79167673,13721.07796
320.0307527,1623105536,9428688896,145113088,12312.70965,19513.90007,10938.87046,8575.029608,0,17349.41876,15117606.72,22.62607304,10204.09581
0,1622626304,9420337152,145035264,4146.392105,3863.292912,1886.653906,1976.639006,0,11008,44519.3702,38.09211728,13165.12353
318.292138,1622556672,9420435456,145063936,4946.458758,19642.60357,11913.07793,7729.52564,1,17365.07784,14422453.36,13.07904274,12153.78636
0,1622429696,9420378112,145055744,771.1476547,7154.312273,3159.282931,3995.029342,0,15872,640819.6637,26.01787829,13192.27729
225.0222028,1622573056,9423634432,145072128,1510.436645,16806.96807,9714.785987,7092.182083,1,16679.16056,13136135.07,10.66191926,11187.38704
62.70265185,1614290944,9432334336,145104896,6701.221506,8587.277462,4423.025156,4164.252307,0,15139.44615,1958838.806,18.12356009,9289.945275
0,1616310272,9427378176,145072128,639.6915475,2227.443891,964.0281356,1263.415755,0,8192,73577.50143,28.38686969,11163.16638
322.8920375,1613086720,9433075712,145113088,5692.990236,20012.24306,12115.51467,7896.728392,0,17284.83849,15226038.61,18.14744807,9927.921115
0,1616228352,9427820544,145096704,1255.625745,9540.583978,3666.190263,5874.393715,0,4096,44476.00121,26.46967167,13018.23295
320.881255,1625247744,9417281536,145100800,2747.545746,16400.04039,9604.377064,6795.663329,0,17406.75879,14400123.91,15.11965715,10570.02909
0,1625088000,9412698112,145088512,1255.277992,20600.61818,5327.399799,15273.21839,0,14201.70492,869961.8766,26.38928294,13695.58501
161.6328816,1626378240,9413402624,145072128,1584.203026,29835.82365,11666.68147,18169.14218,1,16845.981,12464292.56,29.13011002,11729.92912
157.7327385,1626230784,9412116480,145096704,2469.162177,27152.84771,5557.350951,21595.49676,0,18512,2938312.911,33.84263955,13423.15525
0,1613791232,9430495232,145076224,8935.909894,15389.34566,8654.762221,6734.583435,1,16327.37327,7064662.767,47.89896371,9360.622335
324.5219114,1626218496,9414017024,145108992,1931.919504,9451.70067,5631.469294,3820.231376,0,18267.97254,8095913.028,25.24719681,11053.01348
0,1626497024,9413496832,145125376,462.9272656,13662.77017,8186.607123,5476.163048,1,15798.85714,654960.1555,21.84997521,10777.61794
321.9048307,1626841088,9415294976,145195008,1982.732567,6113.173926,4117.363976,1995.809951,1,15992.74376,14189564.94,11.72480167,8820.192362
0,1626816512,9415258112,145137664,2184.264182,16353.30724,3343.302568,13010.00467,0,15892.48,799478.9227,24.6718372,12077.34097
225.2171876,1643954176,9396256768,145166336,2695.599494,16028.457,8954.635379,7073.821621,2,16884.9121,13267450.43,21.14514776,11586.1731
11.85731882,1635565568,9406541824,145166336,12909.65587,6840.684852,3998.880774,2841.804078,0,15990.15385,1643203.052,44.89410141,8419.684475
32.44758952,1626329088,9412927488,145121280,10448.12382,16757.15201,10173.3333,6583.81871,1,16472.40288,11608449.63,28.80686135,21275.47885
304.1201675,1618284544,9422819328,145166336,6037.533162,6178.12642,3504.860292,2673.266129,0,20388.97778,3659429.117,30.40233789,7193.189799
49.54058255,1574772736,9675087872,145252352,20631.67101,3420.281819,2372.993904,1047.287915,0,12044.19048,250604.0092,77.96940651,18271.55765
417.3292463,1567567872,9681989632,145231872,6230.84603,22890.91043,11493.60859,11397.30184,1,17076.2449,26861108.01,23.72503277,11510.66291
178.706536,1565712384,9675513856,145297408,2962.713415,1798.109023,1255.965599,542.1434239,0,16943.50515,3300087.259,43.22577925,10294.70124
8.015689487,1554391040,9675808768,145412096,4905.601966,2818.516816,1757.43992,1061.076896,0,3584,14364.11556,32.39822651,9351.303748
0,1554456576,9676333056,145391616,258.7337756,3560.254275,2180.340806,1379.91347,1,15533.65035,4305081.951,7.70594192,6468.34439
